"旧库公司ID","旧库名称","结论","对应启用招聘主体","主体范围说明","归属依据","旧招聘入口","本轮检查证据","以往检查证据"
"co_f6307a8676e8a10cb0a2","航天科工二院-补录","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/6FsDe9TqmeytI1QY9T_fGA","retrieved_no_api_link | 2026-09-17T16:08:18.866Z | artifacts/full-registry-review-20260917/discover-wechat/2095eeabf1465595/discovery.json",""
"co_1e289cf37f346e7a7a88","航天科工二院二〇六所","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://casic.m.zhiye.com/joblist.html?jc=2&ky=&pi=1&ps=10&c1=&c2=3_57&c=","unverified | 见原始记录 | artifacts/full-registry-review-20260917/ats-recovery/manifest.json","artifacts/industry-expansion-20260917/verify-repairs/manifest.json
artifacts/industry-expansion-20260917/verify-repairs/co_1e289cf37f346e7a7a88/verification.json
artifacts/industry-expansion-20260917/verify-ats-2/manifest.json
artifacts/industry-expansion-20260917/verify-ats-2/co_1e289cf37f346e7a7a88/verification.json"
"co_56b61b211866998a1db7","航天科工二院二部","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/0gsGnUsxEQDE0Vl4VjF-Ag","unreadable_article | 2026-09-17T16:07:50.934Z | artifacts/full-registry-review-20260917/discover-wechat/c65f23a6f5fce870/discovery.json",""
"co_44a7848e3f203710befa","航天科工十院","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/YYAzZ4rS7GSiu_ar4Bk0Cw","retrieved_no_api_link | 2026-09-17T16:08:21.699Z | artifacts/full-registry-review-20260917/discover-wechat/f30ef4202ac073b2/discovery.json",""
"co_3ced631042d811056691","航天科工十院航天电科","本轮访问失败／受限","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/mDhZ1nqjY3lFsJuxgpQwuA","transport_error | 2026-09-17T16:07:50.975Z | artifacts/full-registry-review-20260917/discover-wechat/8a81e38e8d945146/discovery.json",""
"co_f09dc2a36319560d97d6","航天科工四院十七所","本轮访问失败／受限","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/AkhUOFG34VYxL84BhAUrEw","transport_error | 2026-09-17T16:08:21.863Z | artifacts/full-registry-review-20260917/discover-wechat/1fc3f1223aa1cb77/discovery.json",""
"co_565353d9e22e323640d0","航天科工四院四部","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://www.wjx.cn/vm/exr3toL.aspx","unverified | 2026-09-17T15:45:52.357Z | artifacts/full-registry-review-20260917/verify-followups/co_565353d9e22e323640d0/verification.json
followup_links | 2026-09-17T15:33:25.271Z | artifacts/full-registry-review-20260917/discover-portal/90fdb8f37e84350f/discovery.json","artifacts/industry-expansion-20260917/verify-other/manifest.json
artifacts/industry-expansion-20260917/verify-other/co_565353d9e22e323640d0/verification.json"
"co_1cf1033baeb6533a1759","航天科工四院晨信公司","本轮访问失败／受限","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/ugFcmzsT85S_Ucz2Q4Rfcg","transport_error | 2026-09-17T16:07:53.817Z | artifacts/full-registry-review-20260917/discover-wechat/a905f6a25ba7770f/discovery.json",""
"co_50649f6f66c578d86024","航天科工实验室","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/I6_noBfc4J4hnmhBpXrQmA","retrieved_no_api_link | 2026-09-17T16:08:22.307Z | artifacts/full-registry-review-20260917/discover-wechat/24381c92ea3580ea/discovery.json",""
"co_2400a835d9c9896fea29","航天科工微电子系统研究院","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/yYdNjrTir2OFn6T5ycJkow","retrieved_no_api_link | 2026-09-17T16:07:54.040Z | artifacts/full-registry-review-20260917/discover-wechat/298aec5bcd443fc3/discovery.json",""
"co_242b1a72019e1b2a002e","航天科工智能运筹与信息安全研究院","本轮访问失败／受限","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/lLAF5x8-7TASbbc_gbYfOw","transport_error | 2026-09-17T16:08:23.595Z | artifacts/full-registry-review-20260917/discover-wechat/a0f84d13fc0bf6fd/discovery.json",""
"co_7f93de68a4eeebfbdf93","航天科工火箭技术有限公司","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/gvIZX3G2xGjTmopGl9tX-w","retrieved_no_api_link | 2026-09-17T16:07:55.255Z | artifacts/full-registry-review-20260917/discover-wechat/afbeeadea725ed53/discovery.json",""
"co_be35a650939b7e2a44aa","航天科工集团科技保障中心有限公司","本轮访问失败／受限","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/QnKWxgmSJqWN5DbVpvC_1w","transport_error | 2026-09-17T16:08:25.886Z | artifacts/full-registry-review-20260917/discover-wechat/125ef9a7df68b6bc/discovery.json",""
"co_fa608283acfac241ae67","航天科技四院四十一所-「追梦人」博士暑期实践","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/N-tO9L39k5t589c9uSfYgA","unreadable_article | 2026-09-17T16:07:58.048Z | artifacts/full-registry-review-20260917/discover-wechat/e2a88f9ddac45f2e/discovery.json",""
"co_b865f1fc2cbe7d768571","航天科技集团九院","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://m.spacetalent.com.cn/ht-mobile/recruitsList?type=recruits&deptId=122&deptType=INSTITUTE&mainMajorName=%E8%88%AA%E5%A4%A9%E4%B9%9D%E9%99%A2","retrieved_no_api_link | 2026-09-17T15:33:25.306Z | artifacts/full-registry-review-20260917/discover-portal/71cb57b32c02f16a/discovery.json","artifacts/industry-expansion-20260917/verify-other/manifest.json
artifacts/industry-expansion-20260917/verify-other/co_b865f1fc2cbe7d768571/verification.json"
"co_e68539dc704cac6f1108","航天科技集团五院遥感卫星总体部","本轮访问失败／受限","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/XlHxxpOLY62XoNe74zfDXQ
https://mp.weixin.qq.com/s/vCfININaF8UAuFK8R8MLng","transport_error | 2026-09-17T16:07:58.983Z | artifacts/full-registry-review-20260917/discover-wechat/f65d8385c55c8973/discovery.json
transport_error | 2026-09-17T16:08:27.042Z | artifacts/full-registry-review-20260917/discover-wechat/fa5ff774c062cde2/discovery.json",""
"co_09d416a71b59d1725f26","航天能源","本轮访问失败／受限","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/Zfhkn8JlypzQ2VUQihWzvA","transport_error | 2026-09-17T16:08:29.870Z | artifacts/full-registry-review-20260917/discover-wechat/cdd70428f5556606/discovery.json",""
"co_7adac7664534fce62c53","航天远景","本轮访问失败／受限","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/OYCePZPs2YDKj71ohHLujw","transport_error | 2026-09-17T16:07:59.218Z | artifacts/full-registry-review-20260917/discover-wechat/0f9ebf0fcd6ca20f/discovery.json",""
"co_4a495cba03b46d109cb5","航天金美","本轮访问失败／受限","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/ryGNCa0h9ouJsB7yvJ7DKA","transport_error | 2026-09-17T16:08:31.603Z | artifacts/full-registry-review-20260917/discover-wechat/239cf32c5133c803/discovery.json",""
"co_c22d3b062ed603384231","航天长峰","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/LBuduqAs2eO0lFKH-lWO4g","unreadable_article | 2026-09-17T16:08:01.827Z | artifacts/full-registry-review-20260917/discover-wechat/593e7a5acc490fdf/discovery.json",""
"co_d40576ce68034630c4be","航微能源","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/Sn2kHDOHnMz-NX6mXCBpmg","retrieved_no_api_link | 2026-09-17T16:08:33.897Z | artifacts/full-registry-review-20260917/discover-wechat/379d78b9fc77e76e/discovery.json",""
"co_0ec12b2cca6a6343966d","航旅纵横","已关联启用招聘来源","航旅纵横","主体已在启用来源中，核验时间见证据。","","https://umetrip.zhiye.com/campus/jobs
https://www.umetrip.com.cn/recruit/detail?type=campus","","artifacts/deep-source-review/platforms/manifest.json
artifacts/deep-source-review/combined-manifest.json"
"co_3eb04b4e0bc236b4f138","航景创新","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/TA3gzakHscIRqsdF76y-dA
https://mp.weixin.qq.com/s/eOTr8rXyNlUWka3YnAeqkQ","transport_error | 2026-09-17T16:08:35.052Z | artifacts/full-registry-review-20260917/discover-wechat/291d132d726ba1e1/discovery.json
retrieved_no_api_link | 2026-09-17T16:08:02.172Z | artifacts/full-registry-review-20260917/discover-wechat/ac53de5cfe3f7af7/discovery.json",""
"co_1514d7c72cc2cedfdbd3","航智科技","本轮访问失败／受限","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/6UqaqSwLyFMzaB7uwQhmAw","transport_error | 2026-09-17T16:08:04.165Z | artifacts/full-registry-review-20260917/discover-wechat/3e22430a9a60910f/discovery.json",""
"co_e203244b13906b4fd692","航港针织","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/ak5ge-Q51-rDrw7-8mWSXg","retrieved_no_api_link | 2026-09-17T16:08:37.880Z | artifacts/full-registry-review-20260917/discover-wechat/3031844f1de5b224/discovery.json",""
"co_7531aef406ecec1b6723","航空工业一飞院","已关联启用招聘来源","航空工业一飞院","主体已在启用来源中，核验时间见证据。","","https://yfytalent.m.zhiye.com/#/jobdetail?id=561241309&jc=3&isReward=false","","artifacts/industry-expansion-20260917/verify-repairs/manifest.json
artifacts/industry-expansion-20260917/verify-repairs/co_7531aef406ecec1b6723/verification.json
artifacts/industry-expansion-20260917/verify-ats-0/manifest.json
artifacts/industry-expansion-20260917/verify-ats-0/co_7531aef406ecec1b6723/verification.json"
"co_d6ea05b827adce5ab352","航空工业信息技术中心（金航数码）","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://xiaoyuan.zhaopin.com/company/KA0000402826D90000033000?refcode=4440","no_api_discovered | 2026-09-17T15:30:49.537Z | artifacts/full-registry-review-20260917/platform-recovery/batch-51job_hosted-zhaopin.json",""
"co_dc11b850b68d21f4d2ce","航空工业光电所-暑期开放日","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://avicoptronics.m.zhiye.com/JobAd/List?jc=3","covered_by_recovered_group | 见原始记录 | artifacts/full-registry-review-20260917/ats-recovery/manifest.json","artifacts/industry-expansion-20260917/verify-repairs/manifest.json
artifacts/industry-expansion-20260917/verify-repairs/co_dc11b850b68d21f4d2ce/verification.json
artifacts/industry-expansion-20260917/verify-ats-1/manifest.json
artifacts/industry-expansion-20260917/verify-ats-1/co_dc11b850b68d21f4d2ce/verification.json"
"co_c57a0d70f70738c8c0ad","航空工业兴华","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/rp_AJiEvN8Ix6eErST5aCA","retrieved_no_api_link | 2026-09-17T16:08:07.001Z | artifacts/full-registry-review-20260917/discover-wechat/1c547197ff1fa4c8/discovery.json",""
"co_9a2adc2abdfde25c0b91","航空工业建投","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/hBklL2uYOLKIAqQmck6Yeg","retrieved_no_api_link | 2026-09-17T16:08:39.612Z | artifacts/full-registry-review-20260917/discover-wechat/90c40b794e523215/discovery.json",""
"co_cc66ae1d6e38a693e215","航空工业昌飞","本轮访问失败／受限","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/rf1irpZwEMAkktlO3VqIVA","transport_error | 2026-09-17T16:08:07.234Z | artifacts/full-registry-review-20260917/discover-wechat/5a8ffd701b3026d4/discovery.json",""
"co_b26547a32eb65becfe86","航空工业未来机载武器技术协同创新中心","本轮访问失败／受限","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/pc37efoQvEmQaW5bYNY6sA","transport_error | 2026-09-17T16:08:40.691Z | artifacts/full-registry-review-20260917/discover-wechat/120e3ed5195a44ea/discovery.json",""
"co_f2a46128921ec9d5e317","航空工业沈阳飞机设计研究所","已关联启用招聘来源","航空工业沈阳飞机设计研究所","主体已在启用来源中，核验时间见证据。","当前匿名公开API返回完整JD，名称与所保存官方入口一致。","https://601.zhiye.com/zpdetail/561132783","verified_api_full_jd | 见原始记录 | artifacts/full-registry-review-20260917/ats-recovery/manifest.json","artifacts/industry-expansion-20260917/verify-ats-2/manifest.json
artifacts/industry-expansion-20260917/verify-ats-2/co_f2a46128921ec9d5e317/verification.json"
"co_c871fb30a0659e8969a9","航空工业洪都","已关联启用招聘来源","航空工业洪都","主体已在启用来源中，核验时间见证据。","","https://hongdu.zhiye.com/campus/jobs","","artifacts/industry-expansion-20260917/verify-ats-0/manifest.json
artifacts/industry-expansion-20260917/verify-ats-0/co_c871fb30a0659e8969a9/verification.json"
